study_day,doy,sample_code,zoop_group,life_stage,order,raw_count,samp_vol,subsamp_vol,trap_vol
0,172,QAC_0421,hogla_e,egg,cladocera,9,15,15,15
0,172,QAC_0421,copnc,nauplii,copepoda,165,15,6,15
0,172,QAC_0421,lsegg,egg,copepoda,35,15,15,15
0,172,QAC_0421,cybica_f,f_adult,cyclopoida,2,15,15,15
0,172,QAC_0421,cybica_a,adult,cyclopoida,2,15,15,15
0,172,QAC_0421,tcexta_f,f_adult,cyclopoida,6,15,15,15
0,172,QAC_0421,tcexta_m,m_adult,cyclopoida,2,15,15,15
0,172,QAC_0421,tcexta_a,adult,cyclopoida,8,15,15,15
0,172,QAC_0421,tcextc,c45,cyclopoida,1,15,15,15
0,172,QAC_0421,tcexta_e,egg,cyclopoida,11,15,15,15
0,172,QAC_0421,mcruba_f,f_adult,cyclopoida,6,15,15,15
0,172,QAC_0421,mcruba_a,adult,cyclopoida,6,15,15,15
0,172,QAC_0421,mcrubc,c45,cyclopoida,2,15,15,15
0,172,QAC_0421,cyc13,c13,cyclopoida,8,15,15,15
0,172,QAC_0421,dpmina_f,f_adult,calanoida,11,15,15,15
0,172,QAC_0421,dpmina_m,m_adult,calanoida,9,15,15,15
0,172,QAC_0421,dpmina_a,adult,calanoida,20,15,15,15
0,172,QAC_0421,dpminc,c45,calanoida,3,15,15,15
0,172,QAC_0421,dpmina_e,egg,calanoida,7,15,15,15
0,172,QAC_0421,eplaca_f,f_adult,calanoida,4,15,15,15
0,172,QAC_0421,eplaca_a,adult,calanoida,4,15,15,15
0,172,QAC_0421,eplacc,c45,calanoida,1,15,15,15
0,172,QAC_0421,cal13,c13,calanoida,2,15,15,15
0,172,QAC_0422,bos_tot,adult,cladocera,291,20,20,30
0,172,QAC_0422,bos_e,egg,cladocera,9,20,20,30
0,172,QAC_0422,copnc,nauplii,copepoda,174,20,8,30
0,172,QAC_0422,lsegg,egg,copepoda,82,20,20,30
0,172,QAC_0422,cybica_f,f_adult,cyclopoida,1,20,20,30
0,172,QAC_0422,cybica_a,adult,cyclopoida,1,20,20,30
0,172,QAC_0422,tcexta_f,f_adult,cyclopoida,6,20,20,30
0,172,QAC_0422,tcexta_m,m_adult,cyclopoida,2,20,20,30
0,172,QAC_0422,tcexta_a,adult,cyclopoida,8,20,20,30
0,172,QAC_0422,tcextc,c45,cyclopoida,4,20,20,30
0,172,QAC_0422,tcexta_e,egg,cyclopoida,15,20,20,30
0,172,QAC_0422,mcruba_f,f_adult,cyclopoida,3,20,20,30
0,172,QAC_0422,mcruba_a,adult,cyclopoida,3,20,20,30
0,172,QAC_0422,cyc13,c13,cyclopoida,11,20,20,30
0,172,QAC_0422,dpmina_f,f_adult,calanoida,3,20,20,30
0,172,QAC_0422,dpmina_a,adult,calanoida,3,20,20,30
0,172,QAC_0422,dpmina_e,egg,calanoida,4,20,20,30
0,172,QAC_0422,cal13,c13,calanoida,9,20,20,30
0,172,QAC_0423,bos_tot,adult,cladocera,108,15,15,15
0,172,QAC_0423,bos_e,egg,cladocera,3,15,15,15
0,172,QAC_0423,copnc,nauplii,copepoda,179,15,15,15
0,172,QAC_0423,lsegg,egg,copepoda,12,15,15,15
0,172,QAC_0423,tcexta_f,f_adult,cyclopoida,6,15,15,15
0,172,QAC_0423,tcexta_m,m_adult,cyclopoida,1,15,15,15
0,172,QAC_0423,tcexta_a,adult,cyclopoida,7,15,15,15
0,172,QAC_0423,tcextc,c45,cyclopoida,4,15,15,15
0,172,QAC_0423,tcexta_e,egg,cyclopoida,2,15,15,15
0,172,QAC_0423,cyc13,c13,cyclopoida,2,15,15,15
0,172,QAC_0423,dpmina_f,f_adult,calanoida,17,15,15,15
0,172,QAC_0423,dpmina_m,m_adult,calanoida,30,15,15,15
0,172,QAC_0423,dpminc,c45,calanoida,1,15,15,15
0,172,QAC_0423,dpmina_e,egg,calanoida,14,15,15,15
0,172,QAC_0423,eplacc,c45,calanoida,1,15,15,15
0,172,QAC_0423,cal13,c13,calanoida,2,15,15,15
0,172,QAC_0424,bos_tot,adult,cladocera,111,10,10,30
0,172,QAC_0424,bos_e,egg,cladocera,1,10,10,30
0,172,QAC_0424,hogla,adult,cladocera,1,10,10,30
0,172,QAC_0424,copnc,nauplii,copepoda,175,10,10,30
0,172,QAC_0424,lsegg,egg,copepoda,14,10,10,30
0,172,QAC_0424,cybica_f,f_adult,cyclopoida,1,10,10,30
0,172,QAC_0424,cybica_a,adult,cyclopoida,1,10,10,30
0,172,QAC_0424,tcexta_f,f_adult,cyclopoida,9,10,10,30
0,172,QAC_0424,tcexta_m,m_adult,cyclopoida,3,10,10,30
0,172,QAC_0424,tcexta_a,adult,cyclopoida,12,10,10,30
0,172,QAC_0424,tcextc,c45,cyclopoida,6,10,10,30
0,172,QAC_0424,tcexta_e,egg,cyclopoida,3,10,10,30
0,172,QAC_0424,mcruba_f,f_adult,cyclopoida,2,10,10,30
0,172,QAC_0424,mcruba_a,adult,cyclopoida,2,10,10,30
0,172,QAC_0424,mcrubc,c45,cyclopoida,1,10,10,30
0,172,QAC_0424,cyc13,c13,cyclopoida,9,10,10,30
0,172,QAC_0424,dpmina_f,f_adult,calanoida,19,10,10,30
0,172,QAC_0424,dpmina_m,m_adult,calanoida,10,10,10,30
0,172,QAC_0424,dpmina_a,adult,calanoida,29,10,10,30
0,172,QAC_0424,dpminc,c45,calanoida,3,10,10,30
0,172,QAC_0424,dpmina_e,egg,calanoida,19,10,10,30
0,172,QAC_0424,eplaca_f,f_adult,calanoida,3,10,10,30
0,172,QAC_0424,eplaca_a,adult,calanoida,3,10,10,30
0,172,QAC_0424,eplacc,c45,calanoida,4,10,10,30
0,172,QAC_0424,cal13,c13,calanoida,3,10,10,30
0,172,QAC_0425,bos_tot,adult,cladocera,379,15,9,30
0,172,QAC_0425,bos_e,egg,cladocera,19,15,9,30
0,172,QAC_0425,copnc,nauplii,copepoda,141,15,15,30
0,172,QAC_0425,lsegg,egg,copepoda,116,15,7,30
0,172,QAC_0425,cybica_f,f_adult,cyclopoida,1,15,15,30
0,172,QAC_0425,cybica_a,adult,cyclopoida,1,15,15,30
0,172,QAC_0425,tcexta_f,f_adult,cyclopoida,11,15,15,30
0,172,QAC_0425,tcexta_m,m_adult,cyclopoida,3,15,15,30
0,172,QAC_0425,tcexta_a,adult,cyclopoida,14,15,15,30
0,172,QAC_0425,tcextc,c45,cyclopoida,2,15,15,30
0,172,QAC_0425,tcexta_e,egg,cyclopoida,6,15,15,30
0,172,QAC_0425,mcruba_f,f_adult,cyclopoida,4,15,15,30
0,172,QAC_0425,mcruba_m,m_adult,cyclopoida,1,15,15,30
0,172,QAC_0425,mcruba_a,adult,cyclopoida,5,15,15,30
0,172,QAC_0425,mcrubc,c45,cyclopoida,1,15,15,30
0,172,QAC_0425,cyc13,c13,cyclopoida,2,15,15,30
0,172,QAC_0425,dpmina_f,f_adult,calanoida,3,15,15,30
0,172,QAC_0425,dpmina_a,adult,calanoida,3,15,15,30
0,172,QAC_0425,dpminc,c45,calanoida,1,15,15,30
0,172,QAC_0425,cal13,c13,calanoida,4,15,15,30
14,186,QAC_0756,bos_tot,adult,cladocera,44,10,10,15
14,186,QAC_0756,bos_e,egg,cladocera,6,10,10,15
14,186,QAC_0756,sicry,adult,cladocera,1,10,10,15
14,186,QAC_0756,copnc,nauplii,copepoda,13,10,10,15
14,186,QAC_0756,cyc13,c13,cyclopoida,1,10,10,15
14,186,QAC_0760,bos_tot,adult,cladocera,60,15,15,15
14,186,QAC_0760,bos_e,egg,cladocera,4,15,15,15
14,186,QAC_0760,chysp,adult,cladocera,9,15,15,15
14,186,QAC_0760,chysp_e,egg,cladocera,2,15,15,15
14,186,QAC_0760,copnc,nauplii,copepoda,149,15,5,15
14,186,QAC_0760,lsegg,egg,copepoda,3,15,15,15
14,186,QAC_0760,tcexta_f,f_adult,cyclopoida,2,15,15,15
14,186,QAC_0760,tcexta_m,m_adult,cyclopoida,1,15,15,15
14,186,QAC_0760,tcexta_a,adult,cyclopoida,3,15,15,15
14,186,QAC_0760,tcextc,c45,cyclopoida,1,15,15,15
14,186,QAC_0760,cyc13,c13,cyclopoida,4,15,15,15
14,186,QAC_0760,cal13,c13,calanoida,1,15,15,15
14,186,QAC_0757,bos_tot,adult,cladocera,41,12.5,12.5,15
14,186,QAC_0757,bos_e,egg,cladocera,1,12.5,12.5,15
14,186,QAC_0757,chysp,adult,cladocera,10,12.5,12.5,15
14,186,QAC_0757,chysp_e,egg,cladocera,5,12.5,12.5,15
14,186,QAC_0757,copnc,nauplii,copepoda,154,12.5,12.5,15
14,186,QAC_0757,lsegg,egg,copepoda,5,12.5,12.5,15
14,186,QAC_0757,cybica_f,f_adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0757,cybica_m,m_adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0757,cybica_a,adult,cyclopoida,2,12.5,12.5,15
14,186,QAC_0757,mceda_f,f_adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0757,mceda_a,adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0757,tcexta_f,f_adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0757,tcexta_a,adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0762,bos_tot,adult,cladocera,79,17.5,17.5,15
14,186,QAC_0762,chysp,adult,cladocera,5,17.5,17.5,15
14,186,QAC_0762,copnc,nauplii,copepoda,141,17.5,12,15
14,186,QAC_0762,lsegg,egg,copepoda,9,17.5,17.5,15
14,186,QAC_0762,tcexta_f,f_adult,cyclopoida,5,17.5,17.5,15
14,186,QAC_0762,tcexta_a,adult,cyclopoida,5,17.5,17.5,15
14,186,QAC_0762,tcexta_e,egg,cyclopoida,6,17.5,17.5,15
14,186,QAC_0762,dpminc,c45,calanoida,1,17.5,17.5,15
14,186,QAC_0758,bos_tot,adult,cladocera,37,15,15,15
14,186,QAC_0758,bos_e,egg,cladocera,5,15,15,15
14,186,QAC_0758,dibir,adult,cladocera,1,15,15,15
14,186,QAC_0758,chysp,adult,cladocera,6,15,15,15
14,186,QAC_0758,chysp_e,egg,cladocera,5,15,15,15
14,186,QAC_0758,copnc,nauplii,copepoda,168,15,15,15
14,186,QAC_0758,lsegg,egg,copepoda,2,15,15,15
14,186,QAC_0758,cybica_m,m_adult,cyclopoida,1,15,15,15
14,186,QAC_0758,cybica_a,adult,cyclopoida,1,15,15,15
14,186,QAC_0758,cybicc,c45,cyclopoida,3,15,15,15
14,186,QAC_0758,mcedc,c45,cyclopoida,1,15,15,15
14,186,QAC_0758,tcexta_f,f_adult,cyclopoida,1,15,15,15
14,186,QAC_0758,tcexta_a,adult,cyclopoida,1,15,15,15
14,186,QAC_0758,tcexta_e,egg,cyclopoida,7,15,15,15
14,186,QAC_0758,mcruba_f,f_adult,cyclopoida,1,15,15,15
14,186,QAC_0758,mcruba_m,m_adult,cyclopoida,1,15,15,15
14,186,QAC_0758,mcruba_a,adult,cyclopoida,2,15,15,15
14,186,QAC_0758,mcruba_e,egg,cyclopoida,7,15,15,15
14,186,QAC_0758,cyc13,c13,cyclopoida,5,15,15,15
14,186,QAC_0758,cal13,c13,calanoida,1,15,15,15
14,186,QAC_0759,bos_tot,adult,cladocera,234,22.5,22.5,15
14,186,QAC_0759,bos_e,egg,cladocera,4,22.5,22.5,15
14,186,QAC_0759,copnc,nauplii,copepoda,187,22.5,22.5,15
14,186,QAC_0759,lsegg,egg,copepoda,2,22.5,22.5,15
14,186,QAC_0759,tcexta_f,f_adult,cyclopoida,1,22.5,22.5,15
14,186,QAC_0759,tcexta_a,adult,cyclopoida,1,22.5,22.5,15
14,186,QAC_0759,tcextc,c45,cyclopoida,3,22.5,22.5,15
14,186,QAC_0759,cyc13,c13,cyclopoida,2,22.5,22.5,15
14,186,QAC_0759,cal13,c13,calanoida,1,22.5,22.5,15
14,186,QAC_0761,bos_tot,adult,cladocera,321,25,17,15
14,186,QAC_0761,bos_e,egg,cladocera,3,25,25,15
14,186,QAC_0761,dibir,adult,cladocera,4,25,25,15
14,186,QAC_0761,dibir_e,egg,cladocera,2,25,25,15
14,186,QAC_0761,chysp,adult,cladocera,1,25,25,15
14,186,QAC_0761,chysp_e,egg,cladocera,1,25,25,15
14,186,QAC_0761,copnc,nauplii,copepoda,104,25,25,15
14,186,QAC_0761,lsegg,egg,copepoda,31,25,25,15
14,186,QAC_0761,cybica_f,f_adult,cyclopoida,3,25,25,15
14,186,QAC_0761,cybica_a,adult,cyclopoida,3,25,25,15
14,186,QAC_0761,mceda_f,f_adult,cyclopoida,3,25,25,15
14,186,QAC_0761,mceda_a,adult,cyclopoida,3,25,25,15
14,186,QAC_0761,tcexta_f,f_adult,cyclopoida,6,25,25,15
14,186,QAC_0761,tcexta_a,adult,cyclopoida,6,25,25,15
14,186,QAC_0761,tcextc,c45,cyclopoida,5,25,25,15
14,186,QAC_0761,tcexta_e,egg,cyclopoida,9,25,25,15
14,186,QAC_0761,cyc13,c13,cyclopoida,6,25,25,15
14,186,QAC_0761,dpmina_m,m_adult,calanoida,1,25,25,15
14,186,QAC_0761,dpmina_a,adult,calanoida,1,25,25,15
14,186,QAC_0761,dpminc,c45,calanoida,1,25,25,15
14,186,QAC_0763,bos_tot,adult,cladocera,427,12.5,2,15
14,186,QAC_0763,bos_e,egg,cladocera,19,12.5,12.5,15
14,186,QAC_0763,copnc,nauplii,copepoda,276,12.5,12.5,15
14,186,QAC_0763,lsegg,egg,copepoda,109,12.5,6,15
14,186,QAC_0763,tcexta_f,f_adult,cyclopoida,2,12.5,12.5,15
14,186,QAC_0763,tcexta_a,adult,cyclopoida,2,12.5,12.5,15
14,186,QAC_0763,tcexta_e,egg,cyclopoida,6,12.5,12.5,15
14,186,QAC_0763,mcruba_f,f_adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0763,mcruba_a,adult,cyclopoida,1,12.5,12.5,15
14,186,QAC_0763,cyc13,c13,cyclopoida,2,12.5,12.5,15
35,207,QAC_1178,bos_tot,adult,cladocera,352,15,3,30
35,207,QAC_1178,chysp,adult,cladocera,1,15,15,30
35,207,QAC_1178,copnc,nauplii,copepoda,121,15,15,30
35,207,QAC_1178,lsegg,egg,copepoda,1,15,15,30
35,207,QAC_1178,tcexta_f,f_adult,cyclopoida,4,15,15,30
35,207,QAC_1178,tcexta_a,adult,cyclopoida,4,15,15,30
35,207,QAC_1178,tcexta_e,egg,cyclopoida,6,15,15,30
35,207,QAC_1178,cyc13,c13,cyclopoida,1,15,15,30
35,207,QAC_1174,bos_tot,adult,cladocera,20,12.5,12.5,29.995
35,207,QAC_1174,bos_e,egg,cladocera,2,12.5,12.5,29.995
35,207,QAC_1174,chysp,adult,cladocera,6,12.5,12.5,29.995
35,207,QAC_1174,copnc,nauplii,copepoda,60,12.5,12.5,29.995
35,207,QAC_1174,lsegg,egg,copepoda,2,12.5,12.5,29.995
35,207,QAC_1174,mceda_f,f_adult,cyclopoida,1,12.5,12.5,29.995
35,207,QAC_1174,mceda_a,adult,cyclopoida,1,12.5,12.5,29.995
35,207,QAC_1174,cyc13,c13,cyclopoida,2,12.5,12.5,29.995
35,207,QAC_1172,bos_tot,adult,cladocera,388,12.5,4,30
35,207,QAC_1172,bos_e,egg,cladocera,2,12.5,12.5,30
35,207,QAC_1172,chysp,adult,cladocera,10,12.5,12.5,30
35,207,QAC_1172,chysp_e,egg,cladocera,1,12.5,12.5,30
35,207,QAC_1172,copnc,nauplii,copepoda,96,12.5,12.5,30
35,207,QAC_1172,lsegg,egg,copepoda,9,12.5,12.5,30
35,207,QAC_1172,tcexta_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1172,tcexta_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1172,mcruba_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1172,mcruba_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,bos_tot,adult,cladocera,444,12.5,2,30
35,207,QAC_1176,bos_e,egg,cladocera,23,12.5,12.5,30
35,207,QAC_1176,dibir,adult,cladocera,2,12.5,12.5,30
35,207,QAC_1176,chysp,adult,cladocera,1,12.5,12.5,30
35,207,QAC_1176,copnc,nauplii,copepoda,157,12.5,4,30
35,207,QAC_1176,lsegg,egg,copepoda,25,12.5,12.5,30
35,207,QAC_1176,tcexta_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,tcexta_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,tcexta_e,egg,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,cyc13,c13,cyclopoida,3,12.5,12.5,30
35,207,QAC_1179,bos_tot,adult,cladocera,355,20,20,30
35,207,QAC_1179,dibir,adult,cladocera,4,20,20,30
35,207,QAC_1179,chysp,adult,cladocera,29,20,20,30
35,207,QAC_1179,chysp_e,egg,cladocera,4,20,20,30
35,207,QAC_1179,copnc,nauplii,copepoda,24,20,20,30
35,207,QAC_1179,lsegg,egg,copepoda,52,20,20,30
35,207,QAC_1179,mceda_f,f_adult,cyclopoida,2,20,20,30
35,207,QAC_1179,mceda_a,adult,cyclopoida,2,20,20,30
35,207,QAC_1179,tcexta_f,f_adult,cyclopoida,1,20,20,30
35,207,QAC_1179,tcexta_a,adult,cyclopoida,1,20,20,30
35,207,QAC_1179,cyc13,c13,cyclopoida,3,20,20,30
35,207,QAC_1177,bos_tot,adult,cladocera,147,12.5,12.5,30
35,207,QAC_1177,bos_e,egg,cladocera,1,12.5,12.5,30
35,207,QAC_1177,chysp,adult,cladocera,2,12.5,12.5,30
35,207,QAC_1177,copnc,nauplii,copepoda,130,12.5,12.5,30
35,207,QAC_1177,mcruba_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1177,mcruba_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1173,bos_tot,adult,cladocera,218,15,15,30
35,207,QAC_1173,bos_e,egg,cladocera,60,15,15,30
35,207,QAC_1173,dibir,adult,cladocera,1,15,15,30
35,207,QAC_1173,chysp,adult,cladocera,50,15,15,30
35,207,QAC_1173,chysp_e,egg,cladocera,6,15,15,30
35,207,QAC_1173,copnc,nauplii,copepoda,147,15,6,30
35,207,QAC_1173,lsegg,egg,copepoda,1,15,15,30
35,207,QAC_1173,tcexta_f,f_adult,cyclopoida,2,15,15,30
35,207,QAC_1173,tcexta_a,adult,cyclopoida,2,15,15,30
35,207,QAC_1175,bos_tot,adult,cladocera,226,17.5,17.5,30
35,207,QAC_1175,bos_e,egg,cladocera,6,17.5,17.5,30
35,207,QAC_1175,dibir,adult,cladocera,9,17.5,17.5,30
35,207,QAC_1175,chysp,adult,cladocera,57,17.5,17.5,30
35,207,QAC_1175,chysp_e,egg,cladocera,4,17.5,17.5,30
35,207,QAC_1175,copnc,nauplii,copepoda,98,17.5,17.5,30
35,207,QAC_1175,lsegg,egg,copepoda,2,17.5,17.5,30
35,207,QAC_1175,tcexta_f,f_adult,cyclopoida,1,17.5,17.5,30
35,207,QAC_1175,tcexta_a,adult,cyclopoida,1,17.5,17.5,30
35,207,QAC_1175,cyc13,c13,cyclopoida,29,17.5,17.5,30
56,228,QAC_1561,bos_tot,adult,cladocera,367,10,4,30
56,228,QAC_1561,bos_e,egg,cladocera,37,10,4,30
56,228,QAC_1561,dibir,adult,cladocera,19,10,10,30
56,228,QAC_1561,chysp,adult,cladocera,1,10,10,30
56,228,QAC_1561,copnc,nauplii,copepoda,137,10,3,30
56,228,QAC_1561,lsegg,egg,copepoda,10,10,10,30
56,228,QAC_1561,cybicc,c45,cyclopoida,2,10,10,30
56,228,QAC_1561,mcedc,c45,cyclopoida,1,10,10,30
56,228,QAC_1561,tcexta_f,f_adult,cyclopoida,7,10,10,30
56,228,QAC_1561,tcexta_a,adult,cyclopoida,7,10,10,30
56,228,QAC_1561,tcexta_e,egg,cyclopoida,17,10,10,30
56,228,QAC_1561,mcrubc,c45,cyclopoida,2,10,10,30
56,228,QAC_1561,cyc13,c13,cyclopoida,15,10,10,30
56,228,QAC_1561,dpmina_f,f_adult,calanoida,2,10,10,30
56,228,QAC_1561,dpmina_m,m_adult,calanoida,1,10,10,30
56,228,QAC_1561,cal13,c13,calanoida,1,10,10,30
56,228,QAC_1566,bos_tot,adult,cladocera,8,20,20,29.995
56,228,QAC_1566,dibir,adult,cladocera,1,20,20,29.995
56,228,QAC_1566,chysp,adult,cladocera,2,20,20,29.995
56,228,QAC_1566,copnc,nauplii,copepoda,11,20,20,29.995
56,228,QAC_1566,lsegg,egg,copepoda,1,20,20,29.995
56,228,QAC_1566,tcexta_f,f_adult,cyclopoida,1,20,20,29.995
56,228,QAC_1566,tcexta_a,adult,cyclopoida,1,20,20,29.995
56,228,QAC_1566,tcextc,c45,cyclopoida,3,20,20,29.995
56,228,QAC_1566,mcruba_m,m_adult,cyclopoida,1,20,20,29.995
56,228,QAC_1566,cyc13,c13,cyclopoida,2,20,20,29.995
56,228,QAC_1562,bos_tot,adult,cladocera,14,12.5,12.5,30
56,228,QAC_1562,bos_e,egg,cladocera,1,12.5,12.5,30
56,228,QAC_1562,chysp,adult,cladocera,2,12.5,12.5,30
56,228,QAC_1562,copnc,nauplii,copepoda,58,12.5,12.5,30
56,228,QAC_1562,lsegg,egg,copepoda,1,12.5,12.5,30
56,228,QAC_1562,tcextc,c45,cyclopoida,2,12.5,12.5,30
56,228,QAC_1562,cyc13,c13,cyclopoida,3,12.5,12.5,30
56,228,QAC_1563,bos_tot,adult,cladocera,5,15,15,30
56,228,QAC_1563,bos_e,egg,cladocera,1,15,15,30
56,228,QAC_1563,dibir,adult,cladocera,1,15,15,30
56,228,QAC_1563,chysp,adult,cladocera,10,15,15,30
56,228,QAC_1563,copnc,nauplii,copepoda,18,15,15,30
56,228,QAC_1563,lsegg,egg,copepoda,3,15,15,30
56,228,QAC_1563,cybica_f,f_adult,cyclopoida,1,15,15,30
56,228,QAC_1563,cybica_a,adult,cyclopoida,1,15,15,30
56,228,QAC_1563,tcexta_f,f_adult,cyclopoida,7,15,15,30
56,228,QAC_1563,tcexta_m,m_adult,cyclopoida,2,15,15,30
56,228,QAC_1563,tcexta_a,adult,cyclopoida,9,15,15,30
56,228,QAC_1563,tcextc,c45,cyclopoida,20,15,15,30
56,228,QAC_1563,tcexta_e,egg,cyclopoida,3,15,15,30
56,228,QAC_1563,mcruba_f,f_adult,cyclopoida,1,15,15,30
56,228,QAC_1563,mcruba_m,m_adult,cyclopoida,1,15,15,30
56,228,QAC_1563,mcruba_a,adult,cyclopoida,2,15,15,30
56,228,QAC_1563,mcrubc,c45,cyclopoida,2,15,15,30
56,228,QAC_1563,cyc13,c13,cyclopoida,2,15,15,30
56,228,QAC_1559,bos_tot,adult,cladocera,254,17.5,17.5,30
56,228,QAC_1559,bos_e,egg,cladocera,2,17.5,17.5,30
56,228,QAC_1559,chysp,adult,cladocera,23,17.5,17.5,30
56,228,QAC_1559,chysp_e,egg,cladocera,1,17.5,17.5,30
56,228,QAC_1559,copnc,nauplii,copepoda,127,17.5,11,30
56,228,QAC_1559,lsegg,egg,copepoda,6,17.5,17.5,30
56,228,QAC_1559,cybicc,c45,cyclopoida,3,17.5,17.5,30
